"Comp-APC-A", "Comp-Alexa Fluor 700-A", "Comp-PE-Cy7-A"
22584.1,20109,5906.93
32900,9650.17,17386.8
46355.3,25227.3,4049.74
33900,25758.5,21370.7
10846,18728.7,7259.4
18109.9,16068.3,3623.62
77.5193,6255.05,7937.91
1265.66,10883,5834.52
29087.4,15786.7,2951.57
4543.11,8841.59,3006.34
1747.49,14385.6,6432.65
10510.7,9363.84,373.624
17051.2,8876.69,2683.72
685.444,9873.54,19252.2
10986.6,16388.9,16976.4
3902.93,11450.7,3964.94
28824.2,17711.4,4697.85
5062.41,12592.4,8019.03
14736.6,15182.9,5986.29
4326.78,17705.2,9148.48
17623.9,18343.6,2510.32
13268.8,10672.4,12466.7
22626,16536.3,16950.8
22030.4,27922.3,17632.4
17773.8,11361.5,11616.6
34132.9,20081.9,2989
18760.9,14773.1,9307.53
728.793,10796.3,9132.42
2636.47,17328.6,14834.7
1244.49,9490.7,14907.4
17406.3,12637.3,23671.8
3113.04,6656.01,18123
18245.7,16339.6,6339.43
945.032,19433.9,13390.4
1008.03,14036.4,4500.79
1359.19,16401.2,4548.4
9087.6,16633.1,27024.9
21932.3,18525.1,2515.59
4650.78,10283,4912.7
39735.1,21702,5447.86
1371.95,23086.1,9056.21
1269.29,9972.44,824.197
26103.7,12968.8,24570.5
28582.7,16756.1,13735.1
23145.9,14908.3,17100.6
45700.1,15079.5,39136.3
607.543,9090.11,12176.6
12054.2,15753.2,10641.6
4775.82,15283.5,8219.6
731.988,17807.3,4287.14
-20.4957,4966.34,1000.02
11341.5,12936.1,11499.9
6382.09,17836.4,2631.35
36198.4,22735.1,21302.6
4106.95,10700.1,7531.36
15839.3,9416.42,11553.6
16646.9,13766.8,5252.81
32831.4,10309.4,19853
4264.23,33367.9,683.3
21108.3,20260.4,10769.4
13660.6,12112.8,10639
10730.7,18561.1,21488.8
36021.8,20163.3,5860.4
15945.9,14351.3,22717.8
652.58,14501,20156.4
14628.5,26120.2,35034.8
599.097,8441.41,18397.6
13659.9,12622.3,352.731
2269.8,8256.44,6445.85
674.345,9659.88,14614.6
26645,17911.9,7036.12
15788.7,12494.8,12800.5
2382.97,10728.8,6248.68
5193.94,12522.2,3032.76
32341.4,15109.8,14537.8
31367.3,4491.17,32896.5
10148.4,14159,4520.46
14705.9,20182.5,11057.2
5887.97,14836,494.72
18187.4,12956.2,15454.4
430.357,14279.4,6264.43
467.992,7097.13,8158.93
14160.5,13806.2,4701.58
30980,19534.8,2216.73
5111.31,26688.4,23794.2
577.576,14614.5,14145.1
18952.2,14460.4,9919.25
40481.8,29315.9,41127.1
10164.2,20006.5,43738.2
10876.6,17420.4,34734.1
24114.5,19162.4,18113.2
17263.5,16087.5,3449.19
424.177,11150.9,11734.5
15087.8,12831.4,10869.8
5267.89,17117.8,3117.01
19490,16278.4,9181.24
51980.2,24198.8,3839.54
5489.66,18089.8,4087.32
16341.3,11539.1,11300.8
19357.9,16915.1,11646.6
34046.5,13476.4,3209.05
727.586,5291.04,4677.29
51957.2,24626.3,8735.07
19712.9,27608.7,26622.4
30080.8,19554.2,4432.64
394.649,5834.45,3767.96
45697.9,20990.2,5044.27
1696.9,13079.1,2380.27
2299.93,7616.17,17206.2
42808.9,21812.5,4411.48
4236.55,11648.6,12910.4
6079.23,11729,1002.93
31833.5,16391.4,3693.14
13668.3,16412.2,1657.35
17063.6,12320.1,1943.08
13758.8,7383.7,2953.16
14977.3,21502.8,69892.2
59805.6,18598.7,15448.3
6865.83,13679.6,6998.85
12513.7,12824.3,6716.46
7046.5,15918.5,24183.3
28411.3,33542.8,7465.28
11026.3,17037.4,6866.92
39002.6,22735.3,1978.81
9833.37,26530.1,23798.8
26184,13632,6664.16
2894.78,15926.7,5122.38
13784.8,24368.2,8233.49
42563.7,14419.7,16497.9
11811.8,9476.77,5484.73
1326.32,17645.6,35093.7
19884.8,10712.7,6287.58
10582.2,20001.6,3212.4
241.345,7685.06,407.585
39644.7,12584.9,8600.16
2401.47,13949,34376.6
26734.2,18341.2,9820.73
13078.6,19520.2,10216.9
5168.78,13243.8,2557.78
1840.34,7807.65,5550.4
555.406,4367.99,27130.1
25269.1,24187.4,9770.49
4174.33,8897.53,21682.9
11915.3,22858.3,3165.26
5809.27,9896.02,6746.31
2480.59,12822.5,2200.72
1862.62,16372.4,7526.52
952.266,19181.2,15339.4
20215.8,11910.8,7888.15
1891.57,8264.14,671.777
3314.66,12299.9,2720
15914.3,13052.1,572.561
28013.6,22119.9,6095.02
2845.92,9802.15,5831.6
23887.5,10873.5,1960.63
18448.2,23355.7,11828.3
1262.78,15528.9,1722.25
22189.7,8315.98,11385.7
654.697,16598.9,236.268
23007.6,4875.78,3167.95
16437.3,11237.2,6862.88
4966.35,22416.4,3066.74
5973.6,15186.4,11744.1
14787.5,7694.56,7830.75
4176.08,11418.7,22294.3
38228.9,27847,4875.54
34630.6,16914.1,80448.7
33261.5,18001.2,54120.9
33161.3,18750,8327.88
21724.2,33747.2,31009
33212.3,16149.4,1278.54
371.811,6714.07,3050.02
11974.6,13305.7,11406.5
775.479,9509.87,21165.5
592.6,8796.55,11874.3
1090.68,10253,3089.1
35778.2,17760.1,1739.2
24961.6,15234.1,19799.4
877.367,9404.7,37370.8
4891.16,10686.7,3571.33
7088.28,15899.1,1963.76
23218.8,17653.6,23248
34431.1,17124.5,7061.32
42504.1,4293.5,8523.98
14015.7,6720.65,10012.3
4656.56,12681.3,4616.32
2764.69,11727.4,25068.8
48672.6,19137.1,10786.2
10383,15507.5,6856.67
1928.98,15200.9,1488.48
7026.42,24861,16122.4
590.491,10560.9,4079.18
16800.3,19830.1,2646.57
4396.39,15474.8,11755.3
25203.1,9019.57,17950.4
13589,24535.5,7047.34
18239,21844.9,5740.71
3015,15612.6,43768.8
15934.1,24335.2,5820.25
5808.25,23765.2,3474.45
39096.1,12125.5,2367.09
22612.5,14474.2,2934.21
28552.1,28265.1,1960.37
2187.24,10132,14218.3
10131.7,18484.2,2926.93
28504.5,22644.4,3646.31
46409.3,20698.6,36152.7
19269.1,13687,4309.98
2964.12,16736.8,11208.6
31662.7,24788.3,11622.2
22943.8,16737.7,54082.6
792.051,12961.7,8531.82
27731.5,20849.4,9894.97
916.572,15974.1,4723.87
572.934,4674.58,949.885
15801.2,15134,8065.87
27163.3,19614.9,3743.12
600.461,7075.65,928.988
32513.2,20948,33152.8
10578.3,3857.56,2694.61
11085.6,10517.9,6912.44
8278.48,12754.6,5796.28
42080.7,15535.1,18452.2
13717.8,13501.5,3882.37
3365.27,15049.7,4781.5
24020.7,22377.3,73742.6
5322.83,11014.8,7334.55
10423.8,11714.9,3053.92
42720.4,23285.8,31548.6
15193.6,24175.5,8877.84
16119.7,18960.8,7657.84
14697,17747.5,6634.75
8688.08,20652.8,12069.8
10822.4,21206.9,10274.7
12579.1,13829.3,2289
18688.1,10066.2,13660.9
46409.5,25310.5,31294
22989.9,18689.3,13243.1
12801.3,10952.2,7245.62
3017.42,17146.4,5487.26
45483.1,25040.4,22821.2
2076.01,19431.8,19689.9
16733,17305.8,13228.3
16395.8,20177.8,4138.02
10925.7,14743.9,3548.3
31408.2,31852.1,17219.8
1986.87,16344.1,19287.2
277.084,4898.86,726.714
25586.4,21792.7,3330.67
18720.2,20723.8,1308.69
149.806,3937.1,3559.96
29029.8,11899.1,33159.9
1677.71,30930.8,8877.76
24250,11860.1,6148.55
4347.43,14323.5,22070.1
6987.43,15205.3,5280.09
8730.49,17112.5,15193.2
15747.4,18281.1,7570.47
4826.07,22124.1,14444.6
33485,15890.8,12310.9
7932.66,13470.1,21127.1
20064.5,13437.6,826.457
16007.1,14529.6,7623.09
1982.01,9311.02,6269.3
43430.8,7784.47,8253.49
11961.9,9395.81,5674.4
9201.96,19578.4,5711.38
10021.2,9032.17,9491.45
2735.79,7561.98,8771.27
26109.3,20682.5,5444.28
6162.61,15597.3,3015.13
778.799,17975.3,18645.1
6767.28,24167.8,4881
1908.66,13249.5,7383.29
30295.5,11944.6,42989.3
795.928,9423.04,22577
