"Comp-APC-A", "Comp-Alexa Fluor 700-A", "Comp-PE-Cy7-A"
856.568,12796.2,1662.22
2383.06,20661.3,11598.2
1455.28,13100.7,4121.57
1293.17,17686.2,3934.88
592.935,18623,3600.62
1362.32,7670.23,744.931
2840.49,17452.4,40107.5
1099.53,13014.7,13656.6
1140.04,10938.4,1299.44
2342.24,17458.4,12862.5
1134.79,12353.8,783.547
994.941,17744.1,12093
866.498,16393.5,4056.28
1077.51,14787.3,6005.02
1889.13,12603.7,2919.69
2252.08,20317.5,9013.69
477.262,12949.9,9239.07
893.742,13401.9,7115.36
1523.8,16038.3,3607.36
826.87,13107.5,18190.3
1154.02,25140.3,3316.39
150.054,5394.01,1110.78
1351.5,14252.5,10651.2
8415.04,18644.5,2763.7
2179.93,8185.04,31128.7
1204.7,8693.85,1136.54
236.596,7633.25,3418.15
553.062,13000.5,3031.11
832.721,8182.74,621.175
728.481,14779.9,1671.07
1226.01,17633.8,5497.77
661.005,9269.6,17321.7
3263.07,33520.5,1746.65
1210.37,18688.1,3191.42
1003.1,12995.8,742.793
134.389,9389.6,1175.93
977.219,13885.3,2063.2
772.086,17391.4,4420.6
1658.96,16402.5,2838.14
992.846,10878.7,2797.8
1196.7,14389.3,5039.41
356.283,9274.58,3787.11
979.162,12787.6,12123.6
1290.67,13703.6,4864.5
826.728,14266.5,24693
1346.27,17190.9,4577.85
1194.21,14911.9,1662.1
1015.5,13217.8,2181.62
1713.58,28304.8,8012.89
2494.27,13753.4,11156.2
1893.01,14279.1,2925.11
1267.47,13682.4,14501.3
737.839,16481.1,8884.86
867.353,15372.9,3745.24
1104.11,15524.6,4310.38
2096.15,22878.8,731.013
1600.89,15618.7,8888.16
924.549,15672.9,2498.48
925.9,18845.5,1915.59
940.191,13108.7,8530.68
1134.82,12740.7,3180.38
3135.03,23610.6,7281.44
717.965,11631.1,1063.68
1043.81,23180.5,10513.5
1018.38,18881.9,10574.1
1994.18,14833.9,5937.5
423.559,15384.4,3555.17
246.869,5192.24,2400.63
551.415,9239.38,1646.44
1359.89,16550.6,4771.34
1194.88,8220.13,25966.9
1156.91,13632.7,939.351
1110.17,13590.6,1569.51
712.638,12159.6,822.872
1747.35,20529.3,1867.94
1575.49,28332.1,3813.97
1417.19,15652.1,12677.1
628.856,8668.13,1981.6
1810.01,18157.8,21343.2
3466.68,12184.5,10934.5
3482.03,14572.9,12638.1
1092.32,6857.56,13109.9
801.72,10838.3,4834.03
1683.87,15064.6,9085.99
800.182,15311.7,8502.23
202.922,12266.2,1808.08
385.329,3634.19,4683.95
675.939,16888.3,1354.38
1505.08,16119.2,4597.35
817.874,17748.6,3561.26
993.871,12364.5,1790.01
663.112,9362.57,8663.06
1595.47,7262.63,6735.93
565.185,9709.52,3905.74
771.373,9500.47,2645.11
1389.04,13297.7,5897.85
678.173,5879.69,832.489
501.213,7275.8,2978.7
838.706,9230.33,3875.73
974.282,22204,15659.3
1142.22,8137.56,4443.17
733.891,9188.13,3223.7
1707.1,11171.2,1073.95
1367.56,11263.3,8496.63
1465.02,13077.5,12773.8
613.75,10792.1,161.75
875.91,11262.3,5490.6
1151.16,13674,2675.87
923.46,7434.74,9151.25
4242.97,20827.4,32455.8
1002.18,9720.77,9112.79
745.413,9997.36,6238.67
50.7333,8805.61,2337.66
1683.6,15221.7,40286.3
1762.64,19174.2,8333.19
1154.31,10103.6,1783.96
3553.28,18734.5,9028.7
3117.48,9311.64,25433.2
2243.02,6913.79,6619.61
565.815,18093.7,2692.98
1359.1,11657.5,5833.13
2443.8,12086.2,69419.7
945.856,10898.1,3759.93
589.544,5220.15,4041.3
851.079,11510.7,3161.98
786.575,10487.7,3544.88
2064.86,5820.55,18170
1290.29,14258.2,29274.8
1264.03,8854.89,893.127
405.355,20656.5,120.849
449.087,18452.6,3803.27
1141.26,12036.3,10752.1
1025.1,10918.9,1351.55
1491.91,11488.7,4150.82
1268.42,18125.7,3393.21
454.336,14297.5,86.895
1091.36,22098.6,20414.1
2113.7,18519.6,6110.51
2224.26,10578.4,7180.85
338.49,8041.36,3401.8
873.078,17681.5,15229.2
452.732,12086.7,9323.37
1502.09,19781.8,13129.9
601.229,17027.7,1113.52
1105.86,19629.6,18126.5
523.132,17989.3,5151.06
1098.62,15043.7,1529.51
2048.45,16951.9,5901.49
421.28,10416.6,2021.41
503.388,10959.1,989.094
1702.58,9901.53,4216.92
962.698,10916.9,-261.517
1989.81,8758.29,5789.85
1396.63,5686.38,3343.99
1314.26,17353,498.346
891.569,15561.7,-626.908
347.977,5635.86,1160.43
1313.13,8750.16,8830.57
685.805,8921.08,1132.66
959.787,11877.8,9171.8
1923.56,14310.9,18409.3
1603.52,10282.9,7826.49
859.721,11641.9,3353.41
2169.37,19323.1,3960.16
980.414,9123.91,2161.1
1034.56,8054.62,23.0471
887.238,3579.32,7247.83
386.161,13379.4,15695
1050.33,21007.9,1873.18
1038.27,16191,14820.7
1425.17,9017.83,24015.5
1843.75,18223,12364.2
727.087,14667.9,11141.1
1223.61,14893.4,-8.81543
9598.71,24262.1,7801.54
1271.9,11846.2,31263.5
1177.68,12084.2,20990.4
936.897,16056.9,11032.9
4395.02,19744.2,35128.8
699.929,6429.85,11704.7
777.14,8115.77,10893.4
842.667,10336,7986.95
1303.31,17917.2,7547.76
1634.14,15207.5,2053.74
496.344,9427.12,433.41
1068.92,10311.5,4760.09
1698.6,10468.7,13101.2
1297.33,13892.9,6439.92
1150.12,14822.4,1214.96
816.119,4260.26,12740.7
1390.11,25100,3191.37
2935.85,24729.9,7272.85
2230.55,8597.92,15920.6
3546.4,19312.5,2391.31
